"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3284","test_my_info_tab_loads[Qualifications-pim/viewQualifications]","tests","2026-08-31","passed","2026-08-31","","test_module_coverage","",""
"","2760","test_module_page_loads[Leave-Entitlements-Add Entitlements-leave/addLeaveEntitlement-Entitlements]","tests","2026-08-31","passed","2026-08-31","","test_module_coverage","",""
"","14352","test_add_candidate_with_resume_upload","tests","2026-08-31","passed","2026-08-31","","test_recruitment","",""
"","19096","test_add_search_delete_employee","tests","2026-08-31","passed","2026-08-31","","test_pim","",""
"","5724","test_sorting_by_column_changes_row_order","tests","2026-08-31","passed","2026-08-31","","test_data_table","",""
"","3450","test_module_page_loads[Leave-Reports-My Leave Entitlements and Usage Report-leave/viewMyLeaveBalanceReport-Reports]","tests","2026-08-31","passed","2026-08-31","","test_module_coverage","",""
"","1024","test_nav_item_opens_correct_page[Dashboard-dashboard/index-Dashboard]","tests","2026-08-31","passed","2026-08-31","","test_navigation","",""
"","2172","test_module_page_loads[Claim-Submit Claim-None-claim/submitClaim-Create Claim Request]","tests","2026-08-31","passed","2026-08-31","","test_module_coverage","",""
"","2815","test_module_page_loads[Claim-Configuration-Events-claim/viewEvents-Configuration]","tests","2026-08-31","passed","2026-08-31","","test_module_coverage","",""
"","17592","test_create_and_delete_post","tests","2026-08-31","passed","2026-08-31","","test_buzz","",""
"","1624","test_nav_item_opens_correct_page[Leave-leave/viewLeaveList-Leave]","tests","2026-08-31","passed","2026-08-31","","test_navigation","",""
"","2838","test_login_page_has_no_critical_accessibility_violations","tests","2026-08-31","passed","2026-08-31","","test_accessibility","",""
"","5594","test_add_user_rejects_mismatched_passwords","tests","2026-08-31","passed","2026-08-31","","test_negative_validation","",""
"","44148","test_edit_contact_details_city_persists","tests","2026-08-31","broken","2026-08-31","","test_pim_edit","",""
"","1009","test_dashboard_widgets_are_present","tests","2026-08-31","passed","2026-08-31","","test_dashboard","",""
"","13706","test_add_search_delete_candidate","tests","2026-08-31","passed","2026-08-31","","test_recruitment","",""
"","626","test_user_dropdown_shows_account_menu","tests","2026-08-31","passed","2026-08-31","","test_navigation","",""
"","3387","test_my_info_tab_loads[Dependents-pim/viewDependents]","tests","2026-08-31","passed","2026-08-31","","test_module_coverage","",""
"","16530","test_pagination_changes_visible_rows","tests","2026-08-31","broken","2026-08-31","","test_data_table","",""
"","1823","test_nav_item_opens_correct_page[Performance-performance/searchEvaluatePerformanceReview-Performance]","tests","2026-08-31","passed","2026-08-31","","test_navigation","",""
"","3048","test_module_page_loads[Admin-Job-Work Shifts-admin/workShift-Work Shifts]","tests","2026-08-31","passed","2026-08-31","","test_module_coverage","",""
"","3387","test_module_page_loads[Admin-Organization-Structure-admin/viewCompanyStructure-Organization Structure]","tests","2026-08-31","passed","2026-08-31","","test_module_coverage","",""
"","2674","test_module_page_loads[Leave-Configure-Leave Types-leave/leaveTypeList-Leave Types]","tests","2026-08-31","passed","2026-08-31","","test_module_coverage","",""
"","2866","test_module_page_loads[Time-Attendance-Employee Records-attendance/viewAttendanceRecord-Attendance]","tests","2026-08-31","passed","2026-08-31","","test_module_coverage","",""
"","2807","test_module_page_loads[Admin-Qualifications-Licenses-admin/viewLicenses-Licenses]","tests","2026-08-31","passed","2026-08-31","","test_module_coverage","",""
"","3242","test_directory_search_returns_results","tests","2026-08-31","passed","2026-08-31","","test_directory","",""
"","31548","test_edit_user_status_persists","tests","2026-08-31","passed","2026-08-31","","test_admin_user_edit","",""
"","6837","test_module_page_loads[Leave-Entitlements-My Entitlements-leave/viewMyLeaveEntitlements-Entitlements]","tests","2026-08-31","passed","2026-08-31","","test_module_coverage","",""
"","3046","test_module_page_loads[Admin-Configuration-LDAP Configuration-admin/ldapConfiguration-LDAP Configuration]","tests","2026-08-31","passed","2026-08-31","","test_module_coverage","",""
"","2678","test_my_info_tab_loads[Contact Details-pim/contactDetails]","tests","2026-08-31","passed","2026-08-31","","test_module_coverage","",""
"","3251","test_module_page_loads[Leave-Configure-Leave Period-leave/defineLeavePeriod-Configure]","tests","2026-08-31","passed","2026-08-31","","test_module_coverage","",""
"","2000","test_module_page_loads[Performance-Manage Reviews-None-performance/searchEvaluatePerformanceReview-Manage Reviews]","tests","2026-08-31","passed","2026-08-31","","test_module_coverage","",""
"","2992","test_module_page_loads[Performance-Configure-Trackers-performance/viewPerformanceTracker-Configure]","tests","2026-08-31","passed","2026-08-31","","test_module_coverage","",""
"","1934","test_nav_item_opens_correct_page[My Info-pim/viewPersonalDetails-PIM]","tests","2026-08-31","passed","2026-08-31","","test_navigation","",""
"","4209","test_module_page_loads[Performance-My Trackers-None-performance/viewMyPerformanceTrackerList-My Performance Trackers]","tests","2026-08-31","passed","2026-08-31","","test_module_coverage","",""
"","1745","test_nav_item_opens_correct_page[PIM-pim/viewEmployeeList-PIM]","tests","2026-08-31","passed","2026-08-31","","test_navigation","",""
"","2638","test_module_page_loads[Admin-Configuration-Email Subscriptions-admin/viewEmailNotification-Email Subscriptions]","tests","2026-08-31","passed","2026-08-31","","test_module_coverage","",""
"","3703","test_module_page_loads[Time-Reports-Employee Reports-time/displayEmployeeReportCriteria-Reports]","tests","2026-08-31","passed","2026-08-31","","test_module_coverage","",""
"","1687","test_nav_item_opens_correct_page[Recruitment-recruitment/viewCandidates-Recruitment]","tests","2026-08-31","passed","2026-08-31","","test_navigation","",""
"","3043","test_module_page_loads[Admin-Job-Pay Grades-admin/viewPayGrades-Pay Grades]","tests","2026-08-31","passed","2026-08-31","","test_module_coverage","",""
"","12217","test_add_and_delete_kpi","tests","2026-08-31","passed","2026-08-31","","test_performance","",""
"","2256","test_my_info_tab_loads[Emergency Contacts-pim/viewEmergencyContacts]","tests","2026-08-31","passed","2026-08-31","","test_module_coverage","",""
"","4084","test_add_candidate_rejects_invalid_email_format","tests","2026-08-31","passed","2026-08-31","","test_negative_validation","",""
"","2317","test_my_info_tab_loads[Job-pim/viewJobDetails]","tests","2026-08-31","passed","2026-08-31","","test_module_coverage","",""
"","2921","test_module_page_loads[Performance-Employee Trackers-None-performance/viewEmployeePerformanceTrackerList-Performance]","tests","2026-08-31","passed","2026-08-31","","test_module_coverage","",""
"","2306","test_module_page_loads[Claim-My Claims-None-claim/viewClaim-Claim]","tests","2026-08-31","passed","2026-08-31","","test_module_coverage","",""
"","4643","test_my_info_tab_loads[Report-to-pim/viewReportToDetails]","tests","2026-08-31","passed","2026-08-31","","test_module_coverage","",""
"","1590","test_nav_item_opens_correct_page[Claim-claim/viewAssignClaim-Claim]","tests","2026-08-31","passed","2026-08-31","","test_navigation","",""
"","2946","test_module_page_loads[Time-Reports-Project Reports-time/displayProjectReportCriteria-Reports]","tests","2026-08-31","passed","2026-08-31","","test_module_coverage","",""
"","2476","test_module_page_loads[Recruitment-Vacancies-None-recruitment/viewJobVacancy-Recruitment]","tests","2026-08-31","passed","2026-08-31","","test_module_coverage","",""
"","3923","test_invalid_login_shows_error","tests","2026-08-31","passed","2026-08-31","","test_login","",""
"","4386","test_valid_login_shows_dashboard","tests","2026-08-31","passed","2026-08-31","","test_login","",""
"","18326","test_module_page_loads[Time-Attendance-Punch In/Out-attendance/punchIn-Punch In]","tests","2026-08-31","broken","2026-08-31","","test_module_coverage","",""
"","5819","test_assign_leave_with_calendar_date_picker","tests","2026-08-31","passed","2026-08-31","","test_leave","",""
"","2927","test_module_page_loads[Admin-Configuration-Modules-admin/viewModules-Module Configuration]","tests","2026-08-31","passed","2026-08-31","","test_module_coverage","",""
